Tag,Width,Depth,Height,Weight,TopAccess,TopU,BottomAccess,Model,NumPDUInputs,NumPDUOutlets,Maker,DocURI
RackMaster,600,1020,1998,150,TRUE,42,TRUE,SUN RACK II,3,45,Oracle,http://www.oracle.com/us/products/servers-storage/035937.pdf
