Tag,Width,Depth,Height,Weight,TopAccess,TopU,BottomAccess,Model,NumPDUInputs,NumPDUOutlets,Maker,DocURI
RackMaster,623,1042,2015,261,TRUE,42,TRUE,7014-B42,3,36,IBM,https://www-01.ibm.com/support/knowledgecenter/POWER6/iphad/f7014t42rack.htm?cp=POWER6%2F2-2-4-0-2-3
